BRE,HEA,SEC,INE,FAC,HAS,HAB,SIL,UGL,UNT,UNE,PR,POL,VAX,DIS,EXA,ROB
5,5,2,2,2,1,1,1,1,1,1,1,4,37,1,1,5
7,7,4,4,4,6,6,7,7,4,4,6,7,48,0,5,6
1,1,1,1,1,2,2,2,2,2,2,2,4,47,2,2,5
6,4,7,5,4,1,1,5,4,2,2,7,7,48,0,8,6
6,6,3,3,3,2,2,1,1,1,1,1,5,36,3,1,0
1,1,1,1,1,1,1,1,1,1,1,1,4,33,0,0,2
1,3,1,1,4,1,1,1,1,1,1,1,3,37,3,0,0
3,4,2,1,2,2,5,1,1,2,1,4,4,38,8,4,9
5,3,5,4,4,4,5,2,2,2,4,1,4,46,0,0,6
1,1,1,1,1,1,1,1,1,1,1,1,1,49,0,0,0
4,1,1,7,1,1,1,1,1,1,1,1,4,34,4,0,0
2,4,2,1,1,1,1,5,5,1,4,4,5,29,0,4,7
2,2,3,2,2,2,1,4,3,2,2,4,7,27,0,1,0
6,6,5,2,2,5,3,5,4,3,6,6,5,50,1,3,9
1,1,1,1,1,1,4,1,1,1,1,1,1,31,0,0,6
1,1,1,1,1,1,1,1,1,1,1,1,4,44,0,0,3
7,1,1,1,2,1,1,6,7,1,4,5,5,28,0,4,2
6,6,6,3,3,1,4,7,7,4,6,7,4,36,0,4,0
4,5,2,1,1,1,6,7,7,4,7,6,4,36,2,7,6
5,5,3,2,2,2,1,1,1,1,4,1,2,46,0,0,3
2,2,3,2,2,2,2,2,2,3,2,2,4,37,2,4,6
2,2,1,1,1,1,2,1,1,2,2,1,1,34,0,0,0
2,4,6,3,1,1,1,1,1,1,1,1,4,27,0,0,2
5,5,2,2,1,1,6,2,2,4,4,2,3,33,0,0,3
5,7,1,1,1,5,1,4,5,1,4,5,1,12,0,0,2
1,1,5,1,2,1,1,1,1,5,4,1,4,48,0,0,8
7,7,1,1,1,1,3,4,4,4,1,1,8,21,0,8,7
1,1,1,1,1,1,1,1,1,1,1,1,3,45,0,7,9
4,4,4,4,4,4,4,4,4,3,5,4,4,42,6,3,6
5,5,4,3,3,4,5,1,1,1,1,1,4,35,0,0,0
2,5,4,1,4,1,2,1,1,1,1,1,1,23,0,1,3
4,4,4,2,3,4,3,2,1,1,1,1,1,27,1,2,6
1,1,1,1,1,1,1,1,1,1,1,1,4,28,0,4,6
5,5,7,6,1,5,6,2,2,2,2,5,7,31,0,2,1
2,2,2,1,1,1,2,1,1,1,4,1,1,28,0,0,3
5,6,4,4,2,1,2,6,4,4,6,1,8,44,5,7,7
2,2,3,2,4,2,2,3,2,3,2,3,5,43,4,6,7
5,4,1,1,1,4,2,3,2,2,2,6,4,42,1,5,6
5,1,4,2,2,2,3,1,1,1,1,1,4,33,0,4,8
3,4,2,2,2,3,4,5,4,3,4,3,4,28,1,3,6
5,4,2,2,2,5,4,1,4,2,2,2,4,38,1,1,4
7,6,3,1,7,5,4,5,5,1,1,1,7,57,0,4,4
3,2,4,2,3,1,1,4,4,1,1,1,4,35,0,0,12
4,4,4,4,4,1,4,1,1,1,1,7,4,25,6,10,6
3,3,6,3,3,3,4,3,3,3,2,5,7,40,2,6,6
4,2,5,5,4,4,4,6,6,6,6,6,5,36,0,6,1
7,5,4,3,4,5,7,7,7,3,4,7,8,44,1,9,11
2,5,1,1,1,1,1,1,1,1,1,1,2,41,0,0,0
6,7,5,3,3,3,3,3,3,3,3,2,3,41,1,0,5
7,7,1,1,1,4,4,1,1,1,1,1,1,56,0,0,0
6,6,6,6,6,6,6,6,6,6,6,6,4,55,3,6,6
1,1,1,1,2,1,1,1,1,1,2,1,5,32,0,1,6
5,5,2,2,1,1,2,1,1,1,2,1,2,42,0,0,0
4,3,4,4,3,4,3,4,4,5,4,4,4,41,0,0,6
6,3,2,2,3,1,3,2,1,1,1,2,4,29,0,0,4
5,3,4,4,4,4,4,5,5,4,4,5,4,44,6,6,7
3,2,3,3,2,4,3,2,2,2,3,5,7,36,2,7,4
6,4,3,2,2,4,3,3,3,5,5,5,8,41,1,7,6
5,5,1,1,1,1,1,1,1,1,1,1,2,23,0,4,9
5,5,1,1,1,5,1,7,7,1,1,1,4,35,4,0,7
5,4,6,5,3,5,5,4,4,4,5,3,4,31,1,3,3
5,5,2,2,2,3,2,1,1,1,1,1,2,28,0,0,0
5,4,6,3,2,7,5,7,7,7,7,7,4,49,0,5,6
6,5,1,2,2,5,5,5,5,4,4,7,5,43,4,5,6
4,2,4,4,3,4,2,2,3,5,5,6,4,45,2,5,6
2,2,2,2,2,1,1,1,1,1,1,1,2,39,0,0,10
5,5,2,2,2,2,2,2,2,2,2,2,4,28,3,3,5
7,4,6,1,2,1,1,1,1,1,5,1,4,48,0,0,0
4,4,3,2,2,2,2,2,2,2,2,5,4,39,4,6,6
1,1,1,1,1,1,1,1,1,1,1,1,1,19,0,0,0
5,5,5,3,3,2,2,2,2,2,2,2,5,42,0,0,0
7,7,4,4,5,7,7,6,6,6,6,7,5,32,0,1,5
5,1,2,2,2,1,1,1,1,1,1,1,4,33,0,0,6
7,6,1,1,1,1,3,2,1,1,1,1,4,23,0,1,0
7,7,6,5,5,7,7,6,6,3,4,5,7,54,1,5,9
5,5,4,2,2,1,1,1,1,4,4,1,1,28,0,1,2
1,1,1,1,1,1,1,1,1,1,1,1,4,32,0,0,0
5,3,4,4,4,2,2,1,1,2,2,2,7,40,2,2,7
5,2,2,2,2,4,3,2,3,2,2,2,4,42,0,1,3
4,4,5,2,4,2,3,4,5,2,4,5,8,38,1,2,3
1,2,5,2,1,1,1,6,6,2,5,4,4,22,0,2,8
7,7,6,5,6,5,4,5,5,3,4,4,7,43,1,7,8
4,4,4,3,3,2,2,2,2,2,2,2,7,39,2,3,4
4,4,5,2,2,1,1,4,3,2,2,2,1,25,0,1,3
5,7,7,6,7,6,7,7,7,6,6,7,8,67,1,9,12
7,4,2,5,4,4,5,2,2,5,4,2,4,43,0,6,3
4,4,4,1,2,1,1,4,4,4,4,3,7,45,6,10,6
3,2,2,2,2,4,2,2,2,2,2,1,4,36,5,0,2
2,3,5,3,2,2,2,2,2,2,2,2,5,45,1,4,5
1,5,7,2,5,1,1,1,1,6,6,1,4,43,0,0,0
7,5,1,1,1,1,1,1,1,1,1,1,4,31,0,0,4
3,5,1,4,1,1,1,1,1,4,4,1,4,44,0,3,2
1,1,2,2,1,1,1,1,1,1,1,1,2,37,0,0,6
5,4,5,4,4,2,3,4,5,5,2,6,7,61,3,8,7
4,6,5,5,5,6,6,6,6,6,6,6,4,41,8,6,6
3,3,3,3,3,3,3,4,4,4,4,3,1,39,0,0,6
5,7,5,4,4,4,4,3,3,4,3,2,5,40,3,0,3
5,6,7,6,2,2,2,4,4,4,5,6,4,55,7,10,8
7,7,4,4,4,1,4,1,1,5,5,4,8,45,0,0,6
4,4,4,2,2,2,2,2,2,1,2,1,2,39,0,0,4
6,6,6,6,7,7,6,6,7,6,6,5,3,49,6,7,5
7,2,1,1,1,5,5,1,1,5,4,1,3,33,0,0,5
5,7,2,1,1,5,5,1,1,1,1,1,4,59,2,8,9
5,4,2,1,1,1,5,1,2,2,3,1,7,32,0,0,0
6,6,2,1,1,3,2,4,4,2,6,1,3,33,0,0,5
5,5,3,2,2,1,1,1,1,1,1,2,4,32,0,4,0
7,6,5,6,4,5,4,6,5,4,5,6,4,55,7,9,10
1,5,1,1,1,1,1,1,1,1,1,1,2,19,0,0,0
2,5,2,6,2,2,2,6,6,5,6,6,4,46,2,2,6
5,5,5,3,3,1,1,1,1,1,1,1,4,35,2,6,8
7,7,7,7,7,7,7,7,7,7,4,7,4,72,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,42,0,0,0
5,3,5,2,5,2,5,2,2,4,5,3,5,44,3,5,4
1,1,1,1,1,1,1,1,1,1,1,1,2,30,0,0,0
5,4,2,2,2,2,2,2,2,2,2,2,3,40,3,3,3
7,7,7,6,7,7,7,4,4,6,4,7,4,54,2,12,7
7,1,1,1,1,1,1,1,1,1,1,1,4,65,4,3,0
5,4,3,1,2,2,5,4,5,1,2,4,3,47,0,1,6
6,4,5,5,5,4,5,7,7,7,7,7,8,68,2,12,6
6,6,3,3,4,5,7,4,4,3,1,5,2,18,1,0,5
7,7,7,7,7,7,7,7,7,5,5,7,4,48,4,6,9
5,2,1,1,2,2,5,1,1,1,1,1,4,31,1,4,5
5,3,6,4,3,4,4,4,4,4,4,4,4,36,0,7,7
2,6,3,2,2,2,2,2,2,2,4,2,2,38,0,1,4
5,5,6,6,5,7,7,7,7,7,6,7,7,35,3,5,3
5,6,5,3,4,4,4,4,4,4,4,4,7,38,0,5,5
1,1,1,1,1,1,1,1,1,1,1,1,4,39,0,5,6
5,5,5,4,5,2,2,4,1,5,3,5,4,28,1,7,8
3,2,4,3,2,2,4,2,1,2,2,3,7,58,1,6,5
2,2,2,2,2,1,1,1,1,1,4,1,2,31,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,2,27,0,0,5
6,5,5,4,5,5,6,4,4,3,3,5,4,49,1,8,3
5,5,1,1,2,3,1,1,1,2,1,1,5,29,0,0,2
5,7,5,1,1,1,1,6,6,4,4,4,4,24,0,0,4
4,4,2,1,4,1,2,1,1,1,4,1,2,41,2,0,5
1,1,1,1,1,1,1,1,1,1,1,1,1,38,0,0,4
7,7,2,2,2,5,3,3,3,3,3,3,4,56,3,4,9
6,4,5,6,5,5,6,6,5,6,5,7,4,56,8,10,5
6,6,4,2,4,4,3,4,4,3,3,2,7,37,2,0,6
5,1,1,1,1,1,1,1,1,1,1,1,2,22,0,0,6
5,5,5,3,4,5,4,4,4,4,4,4,7,33,0,0,0
6,6,5,2,2,3,1,4,3,3,3,3,4,47,3,3,6
2,3,4,2,2,2,2,4,4,4,4,4,4,22,3,7,9
5,5,5,2,4,2,5,4,5,3,5,5,4,42,0,3,4
1,1,1,1,1,1,1,1,1,1,1,1,2,24,0,0,3
4,4,2,2,2,3,4,3,3,3,2,3,4,45,3,3,3
1,1,4,1,3,1,2,1,1,1,1,1,4,28,0,0,4
4,4,5,5,2,2,1,3,3,1,1,1,4,34,0,0,7
1,5,1,1,1,1,1,5,5,1,1,1,2,37,2,7,7
5,5,5,2,4,2,2,2,2,2,2,2,4,44,0,0,1
5,4,3,2,2,5,2,5,5,6,6,5,4,38,0,0,2
5,4,3,2,2,1,2,1,2,1,1,2,4,43,0,0,0
2,2,2,1,1,1,1,1,1,1,1,1,1,41,0,0,5
5,4,1,1,1,1,1,1,1,1,1,1,4,30,0,0,2
5,1,3,1,1,1,1,4,4,1,1,4,4,38,0,0,3
5,1,1,1,1,2,1,1,6,6,5,1,3,62,0,0,0
5,7,2,2,1,1,1,1,1,1,1,1,4,54,0,6,6
4,3,3,4,5,3,4,5,4,5,3,3,4,45,7,5,8
5,5,2,2,2,2,2,2,2,2,2,2,2,38,0,4,0
4,5,4,3,4,2,2,2,2,2,5,2,5,45,1,5,9
6,6,6,6,5,5,6,7,7,4,5,7,5,44,4,6,8
1,1,1,1,1,1,1,1,1,1,1,1,4,24,0,0,0
6,5,2,2,2,2,5,6,6,2,2,2,1,32,0,0,4
7,7,7,7,7,7,1,7,7,7,7,7,8,63,3,11,8
6,6,7,7,7,4,4,4,4,4,4,4,8,64,8,9,12
2,2,6,6,6,1,1,1,1,1,1,1,4,30,3,8,9
2,2,2,2,2,5,7,7,7,7,7,7,4,50,0,10,6
5,5,4,4,5,5,5,2,2,2,2,2,4,48,3,3,6
1,5,4,1,1,1,1,1,1,1,5,1,4,28,0,0,4
4,3,2,4,5,4,2,6,6,7,7,6,4,54,4,5,4
5,5,1,1,1,3,2,1,3,4,4,5,8,57,0,0,0
6,5,2,2,2,5,2,3,5,4,2,3,7,34,3,5,7
6,5,7,6,6,6,4,7,5,6,4,6,1,50,8,9,10
7,7,1,1,1,1,1,7,7,1,1,1,4,33,0,6,4
4,4,6,3,4,4,4,6,6,6,4,4,1,19,3,4,7
4,4,3,2,4,1,1,1,1,1,1,1,4,34,4,0,7
6,4,4,3,4,3,6,1,1,2,2,1,7,42,0,1,6
4,4,2,1,1,1,1,1,1,1,1,4,1,42,0,3,0
5,5,4,2,2,1,1,1,1,1,1,1,3,27,0,1,5
2,4,2,1,1,1,1,4,4,4,4,1,1,17,0,0,0
2,1,4,4,4,1,1,1,1,1,1,4,8,20,0,1,6
1,1,2,1,1,1,1,1,1,1,1,1,2,38,0,1,0
6,6,7,7,7,6,6,6,6,6,6,7,5,67,5,9,9
2,2,1,1,2,1,2,2,2,3,4,1,2,42,0,0,5
2,5,4,2,1,1,1,4,4,1,2,5,5,36,2,8,9
6,6,2,2,2,2,2,2,2,2,2,6,3,37,3,3,3
2,5,2,2,2,2,2,5,5,2,2,2,8,64,1,4,6
5,2,3,2,2,4,5,5,4,4,5,5,7,24,1,3,7
7,7,7,7,7,1,2,5,7,7,7,7,1,46,8,8,7
7,7,5,5,6,5,6,7,7,7,7,7,7,36,3,7,2
5,4,5,4,3,5,4,4,3,3,3,4,5,39,2,1,5
7,7,5,4,4,6,6,6,6,6,6,4,2,36,0,0,0
6,6,4,4,4,5,7,4,4,4,4,7,4,43,0,7,7
2,2,1,1,1,1,1,4,3,1,1,1,1,39,0,0,4
5,4,2,2,2,4,1,2,2,2,4,1,4,52,0,0,5
5,2,1,1,1,2,2,1,1,1,1,1,3,35,0,0,1
1,2,4,2,2,4,4,5,6,4,4,5,4,39,1,0,5
7,7,7,7,7,7,7,7,7,7,7,7,8,40,4,11,9
4,4,4,4,4,4,4,4,4,4,4,4,8,40,6,6,6
5,5,4,2,2,2,6,2,2,1,3,1,4,27,0,0,3
5,3,2,1,2,1,1,2,2,2,2,2,5,35,0,1,6
6,2,5,5,3,5,2,7,7,7,7,7,4,49,0,2,4
6,6,6,4,2,5,5,6,6,6,7,7,5,50,4,4,5
2,2,3,2,1,1,3,4,4,2,1,1,4,33,0,0,6
1,1,1,1,1,1,1,1,1,1,1,1,2,26,0,0,0
7,7,7,7,7,7,7,1,1,1,1,1,1,31,0,0,0
6,4,2,2,1,1,4,5,5,3,3,3,4,46,3,3,3
2,5,2,1,2,1,1,5,5,1,1,1,4,27,0,0,0
6,6,4,5,6,2,2,2,2,5,2,4,8,61,5,8,5
6,4,1,5,4,1,1,5,5,5,5,7,5,42,0,5,4
5,4,1,1,1,1,1,1,1,1,1,1,3,41,0,1,9
7,7,7,4,7,6,7,4,4,4,2,4,7,33,1,9,6
5,5,5,4,4,4,5,4,4,5,6,4,4,54,6,9,6
1,5,1,1,1,1,1,1,1,1,1,4,4,51,0,0,0
6,6,1,1,1,1,1,1,1,1,1,1,2,25,0,0,4
6,5,3,3,5,3,6,4,4,4,5,5,4,55,0,2,3
5,5,5,4,3,4,3,2,5,2,1,5,4,20,0,7,7
5,5,3,3,3,3,3,6,6,5,5,2,2,42,1,3,5
4,4,1,1,1,1,1,1,1,1,1,1,4,42,0,0,6
2,1,1,1,1,1,1,1,1,1,1,1,1,27,0,0,4
7,7,4,1,1,1,1,1,1,1,1,1,1,65,0,0,2
5,6,1,1,2,1,2,6,2,1,1,4,4,19,0,0,7
7,7,7,5,3,4,6,1,1,4,4,3,4,65,0,0,0
2,2,3,2,2,2,4,4,3,2,2,4,2,33,1,1,6
3,5,4,1,2,2,6,1,1,2,6,2,4,37,0,2,0
1,1,1,1,1,1,1,1,1,1,1,1,4,44,0,5,6
6,6,3,3,1,1,1,5,5,2,2,1,7,58,3,4,7
1,1,4,2,1,1,1,1,1,1,1,1,1,35,0,0,3
2,2,1,1,1,1,1,1,1,1,1,1,2,29,0,0,5
1,1,1,1,1,1,1,2,2,1,1,4,2,23,0,0,4
1,1,1,1,4,4,4,4,2,6,6,7,8,59,0,8,4
3,2,1,1,2,2,2,1,1,2,2,1,2,30,0,0,0
5,4,2,1,2,1,1,1,1,1,2,1,7,32,0,5,5
2,1,2,2,1,5,5,6,5,2,1,5,7,62,1,9,6
6,5,2,1,1,1,1,2,6,2,2,1,1,27,0,0,5
5,5,4,2,2,1,1,1,1,1,1,7,5,27,0,5,4
5,4,4,3,2,1,1,1,3,3,3,2,5,45,3,2,3
1,1,1,1,1,1,1,1,1,1,1,1,4,28,0,0,6
5,5,2,1,1,2,1,7,7,5,6,2,7,44,0,2,7
7,5,7,7,7,6,5,7,7,5,5,7,7,53,0,6,12
1,1,1,1,1,1,1,1,1,1,1,1,8,43,0,6,8
1,1,2,3,2,2,1,2,2,2,2,2,4,39,1,4,5
5,5,1,1,1,1,5,1,1,1,1,1,2,35,0,0,0
1,1,2,1,1,1,1,1,1,1,1,1,1,50,0,1,1
2,1,2,1,1,1,2,1,1,1,1,2,2,19,0,1,6
6,6,4,4,4,1,1,1,1,1,1,1,4,47,0,0,3
1,1,1,1,1,1,1,1,1,1,1,1,4,32,0,1,1
2,3,5,3,2,2,2,1,1,1,1,1,3,31,0,1,3
1,1,5,1,1,1,1,1,1,1,1,1,4,30,0,0,0
1,1,1,1,1,3,3,4,4,2,3,3,5,34,5,5,7
6,5,4,4,4,3,4,4,4,5,5,5,1,47,0,0,4
6,4,6,5,4,6,6,6,4,7,7,7,4,45,2,3,6
7,7,7,7,7,6,7,7,7,3,7,7,8,66,0,0,6
2,5,5,4,4,4,5,5,5,5,5,4,4,50,0,5,3
7,6,5,4,4,6,4,5,5,5,5,6,8,37,4,10,6
7,7,7,7,7,1,1,7,7,7,7,7,1,70,0,12,12
5,6,3,3,2,3,4,5,5,4,3,2,5,40,0,1,5
3,5,5,2,5,3,5,4,4,1,4,2,2,27,4,0,1
7,7,6,3,2,4,4,5,4,3,4,4,4,46,6,1,6
1,1,1,1,1,1,1,1,1,1,1,1,1,15,0,0,5
6,7,4,4,4,6,7,5,5,4,1,5,1,13,0,4,4
5,1,1,1,1,2,1,1,1,1,1,2,4,33,0,1,6
3,2,1,1,2,2,1,5,3,2,5,4,8,31,1,0,6
1,1,1,1,1,1,1,1,1,1,1,1,7,54,4,9,9
6,6,1,1,1,3,1,1,1,1,1,3,2,24,0,5,8
5,5,1,1,1,1,1,1,1,1,1,1,4,61,0,0,4
1,2,5,4,1,1,1,1,1,4,5,1,2,48,0,0,6
7,7,1,1,4,1,2,1,4,4,4,1,4,48,0,6,0
1,3,1,1,5,1,1,1,1,1,1,1,2,37,0,0,5
5,5,4,3,4,3,3,1,1,1,1,4,5,48,3,7,7
1,1,6,1,3,1,1,5,5,5,2,1,2,27,0,0,3
6,6,6,6,4,4,4,6,6,4,5,7,8,51,5,7,6
2,2,2,2,2,1,1,1,1,1,1,1,2,53,0,0,3
2,5,2,1,1,2,2,2,2,2,4,6,4,21,0,1,6
5,5,2,2,2,2,2,2,2,2,2,2,7,34,3,7,3
6,3,1,1,1,2,5,1,1,1,1,1,3,22,0,0,0
7,7,4,4,4,7,6,4,4,4,4,7,4,64,6,9,6
1,1,2,2,1,1,2,1,1,1,1,1,2,25,0,0,2
5,2,2,2,2,1,1,1,1,1,1,1,3,49,0,4,3
5,5,3,1,1,1,1,5,5,1,1,1,2,43,1,5,6
2,2,2,2,2,2,2,2,2,2,2,2,2,51,3,3,6
2,2,2,2,2,2,5,2,2,2,2,2,4,39,3,3,6
5,5,6,6,5,4,6,5,5,3,2,5,7,37,3,9,8
5,5,1,1,2,1,1,1,1,1,1,1,1,15,0,0,5
6,5,6,5,5,5,6,2,2,5,4,5,4,36,2,3,2
6,6,1,1,3,5,7,5,5,2,2,6,2,22,0,0,0
4,4,4,2,2,2,2,1,1,1,1,1,2,36,0,0,0
5,5,3,3,3,1,2,2,2,2,2,2,4,49,3,3,6
7,7,7,7,7,6,6,6,6,6,6,6,5,71,4,9,9
5,4,1,1,1,1,1,1,1,1,1,5,8,12,0,0,2
2,5,3,1,2,1,1,5,4,2,5,4,2,41,4,0,4
6,6,2,2,2,2,2,6,5,2,4,2,5,57,0,4,5
2,2,2,2,2,1,1,1,1,1,1,1,4,50,0,0,0
5,1,5,1,1,1,1,1,1,1,1,1,5,35,3,3,3
5,5,4,4,2,4,3,2,3,5,4,4,4,39,0,2,2
6,6,6,6,7,7,7,7,7,7,6,6,4,50,11,9,10
5,5,3,3,3,3,3,4,4,6,6,1,1,58,0,0,4
6,6,4,2,4,6,7,7,7,4,4,7,7,22,0,0,4
3,6,2,1,1,1,2,2,2,1,2,1,3,29,0,0,0
2,2,2,2,2,2,2,2,2,2,2,2,4,52,3,4,3
4,4,7,4,4,4,4,4,4,4,4,4,3,49,0,0,0
5,5,4,1,1,1,2,1,1,1,1,1,4,38,0,0,2
5,4,1,1,1,3,2,2,2,1,1,1,5,49,0,0,0
4,5,6,5,5,4,5,5,2,3,5,4,7,39,0,7,1
7,7,6,6,6,2,2,5,5,5,5,5,8,35,1,4,5
4,5,7,1,2,1,6,2,1,1,5,3,2,35,0,0,4
7,2,2,1,2,6,5,4,4,2,2,4,8,44,1,4,5
7,6,4,3,2,1,6,4,4,4,4,6,8,22,3,8,7
5,3,1,1,1,1,1,1,1,1,1,1,1,19,0,0,0
2,2,6,5,6,2,6,5,5,3,6,6,8,47,3,7,3
6,6,1,1,1,1,3,1,1,1,1,1,3,31,0,0,2
3,5,3,2,2,1,6,5,5,1,1,1,2,17,0,0,2
5,5,5,4,2,5,4,6,4,2,2,4,7,35,0,5,6
1,1,1,1,1,1,1,1,1,1,1,1,4,29,0,0,0
4,4,4,4,4,1,1,4,4,5,5,7,4,40,6,6,6
5,5,5,5,5,5,5,5,5,5,6,6,7,35,4,8,7
2,3,2,2,2,1,1,1,1,1,1,1,2,41,0,0,6
6,6,2,2,3,3,5,5,3,2,3,5,2,38,2,2,4
7,7,7,7,7,7,7,7,7,7,7,7,5,72,5,8,10
3,1,1,1,1,1,1,1,1,1,1,1,4,54,9,9,9
2,5,2,2,2,1,1,5,4,2,2,5,1,26,1,1,6
1,1,1,1,1,1,1,1,1,1,1,1,1,34,0,6,6
6,6,6,4,4,1,1,1,1,1,1,7,8,25,0,4,0
5,4,5,4,5,3,5,4,4,5,5,5,2,44,7,6,9
6,5,4,4,4,1,2,1,1,1,1,1,7,43,0,0,0
5,3,3,3,3,1,2,1,1,1,1,2,4,31,0,0,4
1,1,5,1,4,1,4,4,4,4,5,4,4,34,0,0,5
5,2,5,5,5,5,5,5,2,2,5,5,4,41,5,9,3
1,2,1,1,1,1,1,4,4,2,4,4,3,31,0,0,7
1,1,1,1,1,1,1,1,1,1,1,1,4,30,0,0,0
5,5,5,3,3,1,1,1,1,5,4,1,5,48,0,0,0
4,6,1,1,1,1,1,4,4,1,1,1,1,32,0,0,4
2,2,2,2,2,1,4,1,1,1,4,1,1,39,0,0,0
1,6,7,2,1,1,6,4,4,4,4,7,4,37,1,5,6
5,6,1,1,1,1,1,4,4,4,4,4,4,45,4,4,6
2,2,1,1,1,1,1,1,2,1,1,1,4,61,0,0,3
5,5,2,1,2,2,2,2,2,2,2,2,4,40,0,0,0
2,2,5,5,2,2,3,4,4,4,4,5,7,29,2,5,7
5,4,5,4,2,4,4,5,5,2,1,4,8,25,1,5,6
3,2,1,1,1,1,1,1,1,1,1,1,5,28,0,1,4
5,4,4,3,3,3,5,4,4,4,4,5,4,31,3,4,3
6,5,4,2,2,1,1,4,4,4,4,4,4,40,0,5,8
5,6,4,4,4,3,3,2,2,1,1,3,3,22,0,6,0
5,2,5,2,2,2,2,5,4,2,3,3,4,44,1,1,8
1,1,5,3,1,1,1,4,4,1,4,1,5,26,0,0,6
2,2,1,1,1,1,1,2,2,2,2,1,5,27,0,1,3
5,4,5,2,4,2,2,4,4,4,5,2,7,41,1,3,5
