BRE,HEA,SEC,INE,FAC,HAS,HAB,SIL,UGL,UNT,UNE,PR,POL,VAX,DIS,EXA,ROB
3,2,2,1,1,1,1,1,1,1,1,1,1,50,0,0,3
4,3,4,3,3,2,2,1,1,2,2,1,2,47,0,4,2
5,4,3,3,3,2,2,2,2,2,2,2,2,52,0,0,4
7,5,2,4,4,4,2,7,7,4,5,3,8,42,0,3,6
7,7,7,7,7,7,7,7,7,7,7,7,1,72,8,12,12
6,6,1,1,1,1,6,2,2,2,2,4,4,39,1,7,1
3,6,2,2,4,5,5,3,3,2,2,5,4,32,0,3,5
5,5,1,1,1,1,5,4,4,4,4,4,1,14,0,0,6
5,5,3,3,3,3,3,4,4,4,4,3,2,41,0,0,0
7,7,5,4,4,5,1,2,2,1,4,5,4,42,0,0,0
1,2,4,1,2,1,1,4,1,1,1,1,4,26,0,0,4
4,4,4,4,4,4,4,4,4,4,4,4,4,45,6,6,6
6,5,2,2,2,2,2,1,1,1,1,1,2,34,1,0,3
2,2,5,1,1,2,5,2,2,5,6,6,7,15,0,3,8
6,5,2,2,2,3,5,5,5,4,4,5,4,39,1,0,2
7,7,4,3,3,2,6,1,1,1,1,4,8,29,8,2,0
1,1,1,1,1,1,1,1,1,1,1,1,4,21,0,0,0
5,5,5,3,3,4,3,4,4,4,4,4,2,33,1,4,9
2,5,4,4,4,2,7,7,7,2,5,5,2,31,0,4,6
2,2,4,2,2,1,1,1,1,1,1,1,2,31,0,2,8
5,2,5,4,4,5,5,7,6,4,4,5,4,59,5,9,9
7,6,2,2,2,2,2,2,2,2,2,2,5,34,1,1,6
6,6,7,1,1,1,1,4,4,1,1,1,4,32,0,0,5
5,5,5,2,1,2,2,1,1,1,1,1,3,41,0,0,4
6,6,5,3,3,2,1,5,5,1,2,2,1,58,0,1,8
5,5,3,3,3,3,3,4,4,2,4,3,5,41,0,0,5
5,2,1,1,1,5,5,1,1,1,5,6,8,42,3,0,10
6,5,5,6,5,2,5,4,4,3,4,5,3,48,6,8,8
2,2,2,3,2,2,2,4,4,4,4,5,1,33,0,1,5
6,4,4,3,3,4,7,5,5,7,6,5,4,59,0,8,6
7,7,2,1,1,2,2,3,2,2,2,1,2,41,0,4,4
5,3,1,1,5,1,1,1,1,1,1,1,1,63,0,0,7
5,6,6,3,5,1,1,1,1,1,1,1,3,47,0,0,4
5,5,2,1,3,1,1,5,5,2,4,2,4,22,0,1,5
1,1,1,1,1,1,1,1,1,1,1,1,2,21,0,0,0
4,5,4,2,2,3,5,2,2,2,5,3,8,39,1,3,9
6,6,6,6,6,6,6,6,6,6,6,6,1,69,6,5,4
2,2,1,1,1,1,1,1,1,1,1,1,2,44,0,0,2
1,1,1,1,1,1,1,1,1,1,1,1,4,46,0,4,8
7,6,7,5,4,2,2,6,6,5,1,7,7,60,4,11,10
5,2,2,2,2,2,2,2,2,2,2,2,4,30,3,3,6
5,5,2,2,2,2,6,5,5,5,5,4,2,32,3,3,5
5,5,2,2,2,3,3,2,2,3,3,4,5,39,0,3,6
7,5,6,1,1,1,1,1,1,1,1,1,7,58,0,0,8
6,6,4,4,4,1,1,6,3,4,5,7,3,48,1,5,6
5,5,4,3,4,1,3,2,2,2,2,2,5,26,0,2,6
7,7,7,7,7,7,7,6,6,7,4,7,8,65,6,10,7
3,1,1,1,1,1,1,1,1,1,2,1,2,27,0,4,6
5,2,5,5,6,3,5,4,4,4,4,5,7,38,3,7,5
6,5,1,1,1,1,1,1,1,1,1,1,1,36,0,0,5
1,1,1,1,1,1,1,1,1,1,1,1,2,53,0,0,8
5,6,4,2,2,5,2,2,1,2,5,7,5,31,0,0,4
6,3,2,2,3,1,2,4,4,1,2,1,2,35,0,0,3
5,2,3,3,3,3,3,2,2,1,1,2,2,38,1,4,6
6,6,3,3,3,3,2,2,4,2,3,3,4,48,2,3,4
4,4,4,4,4,4,4,4,4,4,4,4,4,39,3,5,6
6,6,1,1,1,4,4,1,1,1,1,1,4,43,0,0,0
5,5,5,2,2,5,2,2,2,2,2,2,7,31,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,2,40,6,6,6
5,4,3,3,3,4,4,2,3,2,3,6,4,26,5,4,6
5,4,3,3,2,2,2,1,1,1,1,5,4,29,2,6,6
6,4,7,6,7,7,7,7,7,7,7,7,8,72,4,10,6
2,3,3,3,3,2,4,4,5,5,4,4,3,68,0,6,1
2,1,1,1,1,1,1,1,1,1,1,1,2,26,4,0,7
6,7,7,4,4,4,3,5,4,7,4,4,4,44,3,8,5
1,1,1,1,2,2,2,2,2,2,2,1,1,18,1,0,3
3,4,4,5,4,4,4,4,4,4,3,4,4,47,6,4,8
7,6,7,7,4,7,1,6,6,1,1,7,8,65,4,8,6
5,1,1,1,1,1,1,1,1,1,1,1,1,30,0,0,2
5,5,5,5,5,5,5,4,4,4,4,4,5,45,3,3,4
7,7,7,7,7,7,7,7,7,7,7,7,5,60,8,10,11
3,2,2,2,2,1,1,1,1,1,1,2,2,48,1,5,7
6,7,5,3,4,5,6,1,1,3,6,7,5,35,1,6,7
5,4,4,4,5,4,5,4,4,4,4,4,4,44,6,6,7
6,5,1,1,1,1,3,4,2,2,2,1,7,40,0,0,1
5,5,2,1,2,5,5,5,5,5,2,3,8,46,1,0,4
5,2,4,3,2,1,1,2,2,1,1,1,5,38,0,4,6
2,2,1,1,1,1,1,1,1,1,1,1,2,12,0,0,0
6,3,1,1,1,1,1,1,1,1,1,1,1,28,0,1,0
4,5,4,4,5,5,4,4,4,5,4,5,4,44,7,8,7
3,5,2,2,2,5,5,1,1,1,1,1,2,34,1,6,9
5,5,3,3,3,4,4,4,4,4,4,4,4,34,2,3,5
4,4,2,1,4,2,2,4,4,2,4,4,4,60,0,2,5
1,1,3,1,2,2,4,4,4,3,2,3,3,36,0,0,5
6,6,5,4,5,2,5,6,5,2,5,5,7,36,0,6,5
5,5,4,4,4,4,5,6,5,2,3,5,3,50,1,8,4
6,6,3,2,2,5,5,4,4,4,4,5,3,38,1,3,7
5,5,2,1,1,1,1,1,1,1,1,1,7,44,0,3,4
7,7,6,7,7,6,6,4,4,4,4,7,4,50,1,7,0
4,3,4,4,3,3,3,4,4,4,4,4,4,44,4,3,4
4,4,4,4,4,4,4,4,4,4,4,4,4,56,6,6,6
5,5,2,2,3,1,2,3,4,1,3,1,4,48,0,5,5
2,5,6,1,1,4,4,5,5,1,5,6,7,35,0,0,5
6,7,7,5,5,7,7,7,6,2,2,7,2,42,0,1,6
2,2,2,3,3,2,2,2,2,2,1,3,2,46,1,1,7
4,4,2,1,2,1,1,2,1,1,3,2,2,37,0,4,6
1,2,5,2,1,1,1,2,2,1,1,1,4,29,0,1,6
5,5,2,2,2,2,3,5,5,5,5,5,4,38,2,3,9
5,2,6,3,3,1,2,2,4,2,2,2,4,65,3,4,5
1,1,1,1,1,1,1,1,1,1,1,1,1,55,0,0,6
5,6,5,2,4,5,4,5,5,4,3,5,7,42,5,3,6
4,5,4,4,4,4,4,4,4,4,4,4,7,42,3,3,4
6,7,1,1,2,7,7,1,1,1,1,2,3,45,0,1,2
5,4,5,5,5,5,5,4,3,4,1,3,3,46,6,7,7
2,3,5,2,3,1,5,2,5,2,2,1,3,33,3,3,3
3,2,3,2,2,2,1,2,2,1,1,1,4,33,4,0,7
6,6,6,3,5,4,4,5,2,3,5,6,7,50,2,5,8
4,5,4,2,2,2,2,2,2,2,2,2,2,30,2,4,7
5,6,5,4,4,3,5,4,4,5,3,4,5,37,0,6,7
5,6,5,2,3,2,2,2,2,2,2,1,4,50,1.895156851,6,5.945712233
5,5,1,1,1,1,2,4,4,2,2,2,2,15,0,0,6
6,6,3,2,2,2,2,2,2,2,2,1,5,56,0,4,2
4,4,3,3,2,1,1,1,1,1,1,1,5,29,0,0,3
6,5,5,5,5,1,5,5,5,3,3,4,2,34,0,3,4
2,1,5,1,1,1,1,1,1,1,1,1,2,41,0,1,6
5,5,5,3,3,5,5,5,2,5,5,2,7,41,0,0,2
4,4,1,1,1,1,1,1,1,1,1,1,3,28,0,0,0
6,7,6,7,7,7,7,6,5,6,6,7,8,37,7,9,6
5,5,3,3,3,3,4,4,4,4,4,4,7,49,3,3,3
5,1,5,1,1,1,1,1,1,1,1,1,4,43,0,0,4
5,4,2,2,2,2,2,2,2,1,2,2,7,34,1,8,4
5,5,5,3,3,5,5,5,5,5,5,5,3,37,1,0,7
4,4,4,4,4,4,4,4,4,4,4,4,3,57,6,0,2
2,2,2,2,5,5,6,7,7,4,6,6,2,66,3,6,8
6,6,2,1,1,6,7,2,2,2,2,2,2,47,0,2,6
5,5,2,2,2,2,5,4,3,2,4,2,2,39,2,5,6
1,1,1,1,1,1,1,1,1,1,1,1,3,45,0,0,6
1,5,2,1,1,1,1,1,1,2,5,1,1,43,0,0,6
5,5,4,4,4,4,3,3,5,4,4,4,4,38,0,4,3
7,6,6,4,5,4,4,4,4,4,4,6,4,50,2,5,6
5,4,4,4,3,2,6,5,3,5,5,2,4,48,0,0,2
1,2,1,1,2,2,2,1,1,2,2,1,2,28,0,2,2
5,5,4,4,4,2,5,5,5,2,3,5,7,56,1,6,5
7,7,7,3,5,7,6,7,7,4,1,7,4,49,0,8,4
5,5,1,1,1,1,1,3,4,3,3,3,2,42,0,0,2
1,5,1,1,1,1,1,1,1,1,1,1,5,14,0,0,9
5,5,2,1,3,4,2,1,1,1,1,1,4,39,0,0,6
6,6,5,2,5,5,5,6,6,6,4,5,7,38,5,2,8
6,6,4,3,2,3,5,2,2,1,2,4,2,26,2,0,6
5,3,6,1,1,2,1,2,2,2,2,1,3,36,0,0,4
7,7,3,1,2,6,7,5,6,4,6,6,1,64,0,6,8
6,5,4,3,3,3,4,2,2,3,3,3,4,29,0,4,5
5,3,5,3,3,2,2,2,2,2,2,2,1,39,1,3,9
7,6,5,3,1,7,7,5,3,4,5,7,7,39,1,6,9
1,4,2,2,1,1,1,1,1,1,1,1,2,31,0,0,2
1,1,1,1,1,4,4,1,1,1,1,1,2,36,0,0,7
6,6,7,7,4,4,7,7,7,4,4,7,7,47,4,10,2
5,5,5,6,4,4,5,5,4,3,5,6,7,51,3,8,6
5,4,1,1,1,1,1,1,1,1,1,1,2,40,0,0,0
2,2,2,1,2,3,4,2,2,2,2,3,3,39,0,2,5
2,2,1,2,2,2,2,2,2,2,1,2,4,50,1,1,6
7,7,5,4,2,5,6,5,5,5,6,6,2,19,0,5,6
1,1,5,1,1,1,1,6,6,1,1,1,2,23,0,1,5
5,5,3,2,2,2,2,2,2,2,5,2,4,27,0,2,3
1,1,2,1,1,1,1,1,1,1,1,1,1,22,0,4,7
5,5,6,1,3,1,1,1,1,1,3,7,4,61,0,2,2
4,5,4,4,4,1,1,1,1,1,1,1,4,33,0,6,3
4,4,4,2,4,2,4,2,2,2,2,3,2,43,0,1,3
6,6,3,1,1,1,2,2,2,2,3,2,4,37,0,0,1
5,6,5,2,1,2,5,5,5,2,4,1,1,39,0,0,2
5,5,3,3,3,3,3,2,2,2,2,3,8,30,3,6,4
5,5,2,2,2,2,2,2,2,2,2,2,1,29,0,0,0
2,5,2,2,2,1,4,4,3,2,2,4,2,46,2,0,5
6,6,4,4,3,4,5,5,5,3,3,5,2,29,0,4,9
2,6,2,2,2,1,1,1,1,1,1,1,8,14,0,5,4
1,1,2,1,1,1,1,1,1,1,1,1,1,18,0,4,7
5,5,2,2,2,1,2,3,3,4,4,3,4,45,3,4,9
6,5,6,6,5,6,5,7,7,7,6,5,4,49,8,1,1
6,6,5,2,2,1,5,1,1,1,1,1,4,40,4,1,2
1,2,1,1,2,1,1,1,1,1,1,1,1,28,0,3,6
7,7,5,5,4,6,6,5,5,1,1,6,3,18,0,6,4
6,6,6,6,6,5,5,7,6,6,5,5,8,65,9,9,9
4,4,6,6,4,4,4,4,4,4,4,4,4,55,1,2,6
1,1,1,1,1,1,1,1,1,1,1,1,4,41,0,0,0
5,6,2,1,1,1,6,1,1,2,5,5,5,31,1,2,5
1,1,3,1,1,1,5,1,1,1,1,1,4,32,0,8,4
5,2,2,2,2,2,2,2,2,2,2,2,7,29,0,0,0
5,5,2,2,1,2,6,2,2,2,2,2,1,23,0,1,5
4,4,3,2,2,3,5,5,5,1,4,3,5,41,2,4,5
5,6,4,4,4,2,1,3,4,4,4,4,4,31,0,4,2
7,7,1,1,1,1,2,2,2,1,1,1,5,37,0,0,0
5,5,4,3,3,1,1,1,1,1,1,1,4,50,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,5,27,0,5,6
5,5,5,3,2,1,1,1,1,1,1,1,3,44,3,4,9
5,5,6,5,5,1,2,1,1,5,5,5,7,55,0,6,6
2,5,2,2,2,1,5,3,3,3,3,3,2,33,2,3,7
5,6,6,2,6,1,1,6,5,1,1,1,1,38,0,0,4
2,5,2,1,1,1,1,1,1,1,1,1,2,33,0,0,2
2,5,1,1,1,1,1,1,1,1,1,1,4,49,0,5,0
5,4,4,4,4,2,2,2,2,2,2,2,7,34,3,3,3
5,5,4,3,2,2,2,1,1,1,1,1,3,24,0,0,3
1,1,1,1,1,1,1,1,1,1,1,4,4,30,0,0,6
1,1,1,1,1,1,1,1,1,1,1,1,4,28,0,6,2
4,4,4,4,4,4,4,4,4,4,4,4,5,28,6,6,6
2,4,1,1,1,1,1,1,1,1,1,1,1,33,0,0,4
5,5,2,2,2,2,2,2,2,2,2,4,3,27,3,3,5
4,4,5,4,4,4,4,4,4,4,4,6,4,44,4,4,6
5,3,6,2,2,1,2,1,1,1,1,1,4,32,0,3,3
5,5,3,3,2,1,1,1,1,2,2,1,1,40,0,0,2
6,1,2,1,1,1,1,1,1,1,4,1,5,40,1,7,4
1,1,1,1,1,1,1,1,1,1,1,1,4,36,0,0,0
4,6,2,2,2,4,4,4,4,2,2,3,3,27,0,1,2
6,5,4,2,2,5,5,4,4,5,5,5,7,38,2,3,6
6,6,5,5,4,4,3,6,5,5,4,4,4,55,1,4,6
4,2,1,1,1,1,1,1,1,1,1,1,4,36,3,0,7
5,4,6,2,4,2,7,6,2,5,1,3,4,46,4,4,8
2,5,1,1,1,1,1,1,1,1,1,1,1,15,0,0,0
5,5,5,3,4,3,3,4,4,5,5,4,4,40,3,3,6
2,2,2,1,1,1,1,1,1,1,1,5,4,39,3,2,2
7,7,6,5,4,5,5,1,6,1,5,7,7,60,1,9,7
6,7,7,6,5,5,2,2,2,1,1,1,2,41,3,6,3
5,7,1,1,3,1,1,1,1,1,1,1,1,51,0,0,0
4,4,4,4,4,2,4,4,4,4,5,4,7,41,6,3,6
4,4,3,2,3,5,5,2,6,3,5,5,2,40,2,6,6
5,5,3,3,3,3,5,5,5,5,3,3,2,38,1,6,6
1,1,1,1,1,1,1,1,1,1,1,1,5,24,0,4,5
5,5,5,2,2,5,1,4,4,2,1,1,2,26,0,0,2
4,4,4,4,4,4,4,7,7,4,7,7,1,52,6,10,6
1,5,1,1,1,1,1,1,1,1,1,1,2,12,0,0,0
1,1,1,1,1,2,2,1,1,2,3,2,3,27,1,4,7
5,7,3,1,2,1,1,4,2,1,5,1,3,25,0,2,0
1,5,1,1,1,5,2,2,6,1,1,4,4,40,4,1,6
5,5,4,4,4,2,2,2,2,2,2,2,3,44,2,3,5
4,6,4,4,4,2,2,4,2,4,4,4,7,38,3,7,9
1,1,1,1,1,1,1,1,1,1,1,1,2,32,0,0,1
6,6,4,4,4,4,4,4,5,4,4,6,8,18,1,6,5
1,1,1,1,3,1,1,1,4,1,1,1,4,42,0,0,6
5,6,5,4,4,4,5,4,2,2,5,4,4,41,3,2,5
2,2,5,1,1,2,2,2,2,2,2,2,2,51,0,2,0
5,5,3,3,4,3,5,6,6,5,5,4,5,30,3,3,8
4,4,2,2,1,1,5,6,5,1,1,3,2,23,0,4,7
1,1,1,1,1,1,1,1,1,1,4,1,5,31,0,3,3
7,5,1,1,1,1,1,1,1,1,1,1,1,16,0,0,12
5,4,1,1,1,1,1,1,1,1,1,1,2,58,0,0,0
3,1,1,1,1,1,2,2,1,2,2,2,7,40,2,2,2
4,2,2,2,1,1,1,1,1,1,2,1,4,53,0,0,0
2,2,4,4,4,1,1,5,5,5,4,4,4,37,0,2,6
7,7,6,5,7,7,7,7,7,7,7,7,2,45,0,4,2
5,5,4,5,4,5,5,3,3,5,5,5,5,41,8,9,7
2,5,2,2,2,2,5,5,5,2,2,2,2,26,2,3,9
5,4,1,1,5,5,7,2,2,1,2,4,2,21,1,0,7
5,7,4,2,1,3,4,4,4,2,4,3,4,33,0,0,4
5,6,4,3,5,2,5,7,7,6,6,5,7,50,0,4,1
5,6,3,3,2,2,4,5,2,1,1,2,3,46,0,4,3
5,5,5,5,4,1,1,1,1,1,1,1,4,34,0,1,5
3,5,2,1,1,1,1,1,1,1,1,1,5,30,0,4,1
3,3,6,5,3,5,5,5,5,4,3,6,4,43,1,5,6
5,6,1,1,2,4,6,2,1,5,3,4,7,34,1,0,0
2,2,3,1,6,4,7,4,4,4,2,7,8,60,0,0,2
4,4,4,2,4,2,2,2,2,2,2,2,2,43,3,3,3
5,5,5,2,1,6,7,4,4,2,1,4,7,56,0,6,11
7,7,7,7,7,7,7,7,7,7,7,7,7,66,4,10,8
6,5,5,5,5,2,2,6,6,2,3,5,3,37,0,1,6
1,5,1,1,1,1,1,1,1,1,4,1,7,34,0,1,4
5,6,4,4,4,4,4,5,5,4,5,5,2,36,1,3,4
5,1,5,4,4,2,5,2,2,1,1,5,2,17,0,6,8
4,5,5,3,2,2,3,6,4,5,3,4,7,27,1,4,5
5,5,2,2,2,2,3,2,2,2,2,2,2,30,0,1,6
4,5,4,3,4,4,5,4,4,4,4,4,7,45,1,4,6
2,5,7,7,2,1,1,1,1,1,1,7,8,28,4,9,8
5,4,1,1,2,1,4,1,1,1,1,1,3,24,0,0,6
2,5,2,2,2,1,2,2,2,2,2,2,2,40,0,0,0
5,3,5,3,5,4,5,4,4,4,4,3,7,28,0,3,9
6,5,5,5,5,4,5,5,5,5,5,7,8,27,1,6,4
7,7,7,7,7,7,7,7,7,7,7,7,4,72,0,10,6
2,4,1,1,1,2,1,1,1,1,1,1,7,16,0,0,8
2,2,2,2,2,1,1,1,1,1,1,1,4,31,1,0,6
5,5,5,4,4,3,5,2,1,2,4,6,5,59,1,3,6
2,2,1,1,2,1,2,1,1,1,1,1,5,38,0,4,3
5,2,2,2,2,1,2,5,3,1,1,1,2,28,0,0,6
5,5,5,5,5,5,5,3,3,3,3,3,5,28,3,5,4
3,6,6,4,5,2,2,2,2,2,2,2,2,29,0,0,7
6,6,2,1,1,1,1,4,4,4,4,1,3,12,0,0,2
4,5,6,3,2,7,7,3,3,1,1,1,4,52,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,4,37,0,3,1
1,1,1,1,1,1,1,1,1,1,1,1,4,45,0,0,0
1,6,5,4,2,1,3,1,2,1,1,1,4,41,0,2,8
2,3,6,2,3,1,1,1,1,1,2,1,2,32,0,1,6
7,7,7,7,7,7,7,7,7,4,6,7,3,68,2,5,6
1,5,2,2,2,2,3,1,1,1,1,1,4,26,0,0,0
7,5,5,5,3,5,6,7,7,5,3,7,8,56,4,10,7
4,4,5,4,4,5,5,3,3,4,3,5,2,39,0,0,7
5,5,2,2,3,5,1,4,4,4,5,1,7,29,1,4,9
7,7,7,7,7,1,1,7,7,7,7,7,1,72,12,12,12
6,6,6,5,4,6,7,4,4,4,5,6,7,58,5,8,8
4,5,4,2,2,2,2,2,2,2,4,2,2,20,0,1,2
7,1,7,7,7,7,7,7,7,7,7,7,8,72,12,12,12
3,1,1,1,1,1,1,1,1,1,2,1,2,37,0,0,4
6,5,5,4,1,6,6,2,2,2,2,7,3,42,2,8,12
5,5,3,1,1,1,1,1,2,3,1,1,4,33,0,1,5
7,7,7,7,7,6,7,6,6,7,6,6,4,51,7,10,10
5,7,7,5,5,6,6,4,4,4,5,7,7,53,2,8,5
7,7,1,1,1,5,1,1,1,1,1,1,2,32,0,0,6
4,5,5,4,5,1,4,1,1,1,1,4,5,26,0,3,4
2,1,1,1,2,1,1,1,1,2,2,1,2,30,2,1,4
5,5,3,3,3,3,4,3,3,2,4,2,2,32,3,3,5
1,1,1,1,1,1,1,1,1,1,1,1,4,17,0,0,9
3,4,4,3,4,1,1,2,2,2,2,2,5,49,0,6,9
2,4,3,1,1,1,2,1,1,1,1,1,2,21,0,0,3
2,5,2,1,1,1,1,5,4,1,2,2,1,17,0,0,7
1,1,1,1,1,1,1,1,1,1,1,1,4,51,0,4,6
5,4,2,2,2,1,2,1,1,1,3,2,4,38,1,4,6
4,5,3,2,2,2,5,5,4,5,4,4,3,25,1,3,7
7,7,7,7,7,7,7,1,1,1,1,7,1,55,0,8,12
4,6,6,5,4,4,5,4,4,2,6,5,4,36,0,2,7
6,6,6,6,6,6,6,6,6,6,6,6,5,57,9,9,9
5,4,6,4,4,6,6,5,5,4,4,2,2,33,3,4,8
3,2,2,2,2,2,2,2,2,2,2,2,4,41,0,0,5
4,5,5,2,2,2,5,2,2,2,3,3,2,39,0,4,5
3,5,4,1,3,1,1,1,1,1,1,1,4,48,0,0,0
2,2,3,4,1,5,4,5,5,4,5,5,2,61,8,6,7
7,7,4,3,4,4,4,4,3,4,3,7,4,42,0,3,9
7,7,7,7,7,7,7,7,4,1,4,7,3,36,0,11,6
2,4,6,4,5,4,4,5,4,4,4,4,1,19,0,0,2
1,3,2,2,2,1,3,2,2,2,2,2,4,29,5,5,6
5,5,5,1,1,5,5,2,2,2,2,2,1,43,0,1,0
4,5,4,4,4,2,2,2,2,2,2,2,5,41,3,6,6
1,1,1,1,1,1,1,1,1,1,1,2,7,45,6,6,6
2,2,5,1,1,1,5,1,1,1,1,1,2,29,0,6,7
7,6,5,1,2,2,2,4,4,4,4,2,2,24,0,0,0
7,7,3,3,2,5,7,2,2,2,2,7,4,68,2,9,6
6,5,2,2,2,7,7,5,6,3,6,4,4,41,0,2,6
3,3,3,3,3,2,2,2,2,2,2,2,2,27,3,3,4
4,4,5,5,4,4,4,4,4,4,6,7,4,69,0,0,11
6,5,5,5,5,3,5,4,4,3,4,4,4,48,4,7,8
5,5,1,1,1,5,1,4,4,5,5,7,3,27,0,0,6
5,2,1,1,1,1,5,1,1,1,4,5,7,35,0,1,0
4,5,5,4,4,4,5,1,1,1,1,1,3,43,0,0,6
4,4,4,2,4,1,1,3,3,5,3,2,4,32,0,4,4
6,6,6,4,4,4,4,4,4,4,4,4,4,72,0,0,12
5,6,1,1,2,1,1,1,2,1,1,2,1,33,0,2,7
5,6,5,2,2,2,2,2,2,2,2,2,1,40,3,5,3
2,5,4,2,2,2,2,1,1,1,4,2,5,36,0,1,3
7,5,7,7,5,7,7,7,7,7,4,7,8,42,3,10,1
3,2,3,2,3,4,4,4,3,3,4,4,2,36,5,4,7
6,6,6,6,6,5,6,6,6,3,5,6,7,60,5,9,7
6,6,6,5,5,2,3,4,4,4,5,5,4,49,0,4,4
1,1,1,1,1,3,5,1,7,1,1,3,2,41,0,6,2
5,6,2,2,4,1,1,1,1,5,5,6,1,63,4,3,12
3,4,4,4,4,4,4,3,3,2,1,1,4,48,6,6,7.5
5,5,4,4,4,4,3,4,4,4,3,4,4,44,3,4,5
4,4,4,4,4,4,4,1,1,1,1,1,2,39,6,6,6
3,1,2,2,2,3,5,4,4,2,2,4,5,43,0,5,8
4,4,2,2,5,2,5,4,4,4,4,4,4,49,4,7,9
5,5,1,1,4,1,1,1,4,1,1,1,4,47,0,4,4
5,4,4,2,2,2,5,4,4,5,6,4,8,35,0,6,6
6,6,6,6,4,4,5,4,4,1,1,5,5,54,1,6,5
